1,0,3,1,4
1,1,3,0,1
1,0,3,1,21
1,0,1,1,56
1,0,3,1,18
1,0,1,0,50
1,0,2,1,30
1,0,3,1,36
1,0,3,1,9
1,1,2,1,1
1,1,3,0,4
1,1,1,1,45
1,0,3,1,40
1,0,3,1,36
1,1,2,0,32
1,0,2,1,19
1,1,3,0,19
1,1,2,1,3
1,1,1,0,44
1,1,1,0,58
1,0,3,1,42
1,0,2,0,24
1,0,3,1,28
1,0,3,1,34
1,0,3,1,45.5
1,1,3,1,18
1,0,3,0,2
1,0,3,1,32
1,1,3,1,26
1,1,3,0,16
1,1,1,1,40
1,0,3,1,24
1,1,2,0,35
1,0,3,1,22
1,0,2,1,30
1,1,1,0,31
1,1,3,0,27
1,0,2,1,42
1,1,1,0,32
1,0,2,1,30
1,1,3,1,16
1,0,2,1,27
1,0,3,1,51
1,1,1,1,38
1,0,3,1,22
1,1,2,1,19
1,0,3,1,20.5
1,0,2,1,18
1,1,1,0,35
1,0,3,1,29
1,0,2,1,59
1,1,3,0,5
1,0,2,1,24
1,0,2,1,44
1,1,2,0,8
1,0,2,1,19
1,0,2,1,33
1,0,2,1,29
1,0,3,1,22
1,0,3,1,30
1,0,1,1,44
1,0,3,0,25
1,1,2,0,24
1,1,1,1,37
1,0,2,1,54
1,0,3,0,29
1,0,1,1,62
1,0,3,1,30
1,0,3,0,41
1,1,3,0,29
1,1,1,0,30
1,1,1,0,35
1,1,2,0,50
1,1,3,1,3
1,0,1,1,52
1,0,1,1,40
1,0,2,1,36
1,0,3,1,16
1,1,3,1,25
1,1,1,0,58
1,1,1,0,35
1,1,3,1,25
1,1,2,0,41
1,0,1,1,37
1,1,1,0,63
1,0,3,0,45
1,0,3,1,7
1,1,3,0,35
1,0,3,1,65
1,0,3,1,28
1,0,3,1,16
1,1,3,1,19
1,0,3,1,33
1,1,3,1,30
1,0,3,1,22
1,1,2,1,42
1,1,3,0,22
1,1,1,0,26
1,1,1,0,19
1,0,2,1,36
1,0,3,0,24
1,0,3,1,24
1,0,3,1,23.5
1,0,1,0,2
1,1,1,0,50
1,0,3,1,19
1,1,1,1,0.92
1,1,1,0,17
1,0,2,1,30
1,1,1,0,30
1,1,1,0,24
1,1,1,0,18
1,0,2,0,26
1,0,3,1,28
1,0,2,1,43
1,1,3,0,26
1,1,2,0,24
1,0,2,1,54
1,1,1,0,31
1,1,1,0,40
1,0,3,1,22
1,0,3,1,27
1,1,2,0,30
1,1,2,0,22
1,1,1,0,36
1,0,3,1,61
1,1,2,0,36
1,1,3,0,31
1,1,1,0,16
1,0,1,1,45.5
1,0,1,1,38
1,0,3,1,16
1,0,1,1,29
1,1,1,0,41
1,1,3,1,45
1,0,1,1,45
1,1,2,1,2
1,1,1,0,24
1,0,2,1,28
1,0,2,1,25
1,0,2,1,36
1,1,2,0,24
1,1,2,0,40
1,1,3,1,3
1,0,3,1,42
1,0,3,1,23
1,0,3,1,15
1,0,3,1,25
1,0,3,1,28
1,1,1,0,22
1,0,2,0,38
1,0,3,1,40
1,0,2,1,29
1,0,3,0,45
1,0,3,1,35
1,0,3,1,30
1,1,1,0,60
1,1,1,0,24
1,1,1,1,25
1,0,3,1,18
1,0,3,1,19
1,0,1,1,22
1,0,3,0,3
1,1,3,0,22
1,0,1,1,27
1,0,3,1,20
1,0,3,1,19
1,1,1,0,42
1,1,3,0,1
1,0,3,1,32
1,1,1,0,35
1,0,2,1,18
1,0,3,1,1
1,1,2,0,36
1,1,2,0,17
1,1,1,1,36
1,1,3,1,21
1,0,3,1,28
1,1,1,0,23
1,1,3,0,24
1,0,3,1,22
1,0,3,0,31
1,0,2,1,46
1,0,2,1,23
1,1,2,0,28
1,1,3,1,39
1,0,3,1,26
1,0,3,0,21
1,0,3,1,28
1,0,3,0,20
1,0,2,1,34
1,0,3,1,51
1,1,2,1,3
1,0,3,1,21
1,1,1,0,33
1,1,3,1,44
1,1,2,0,34
1,1,2,0,18
1,0,2,1,30
1,0,3,0,10
1,0,3,1,21
1,0,3,1,29
1,0,3,0,28
1,0,3,1,18
1,1,2,0,28
1,1,2,0,19
1,1,3,1,32
1,1,1,1,28
1,1,2,0,42
1,0,3,1,17
1,0,1,1,50
1,1,1,0,14
1,0,3,0,21
1,1,2,0,24
1,0,1,1,64
1,0,2,1,31
1,1,2,0,45
1,0,3,1,20
1,0,3,1,25
1,1,2,0,28
1,1,1,1,4
1,1,2,0,13
1,1,1,1,34
1,1,3,0,5
1,1,1,1,52
1,0,2,1,36
1,0,1,1,30
1,1,1,1,49
1,1,3,1,29
1,0,1,1,65
1,1,2,0,50
1,1,1,1,48
1,0,3,1,34
1,0,1,1,47
1,0,2,1,48
1,0,3,1,38
1,0,1,1,56
1,1,3,0,0.75
1,0,3,1,38
1,1,2,0,33
1,1,2,0,23
1,0,3,0,22
1,0,2,1,34
1,0,3,1,29
1,0,3,1,22
1,1,3,0,2
1,0,3,1,9
1,0,3,1,50
1,1,3,0,63
1,1,1,1,25
1,1,1,0,35
1,0,1,1,58
1,0,3,1,30
1,1,3,1,9
1,0,3,1,21
1,0,1,1,55
1,0,1,1,71
1,0,3,1,21
1,1,1,0,54
1,0,1,0,25
1,0,3,1,24
1,0,3,1,17
1,0,3,0,21
1,0,3,0,37
1,1,1,0,16
1,0,1,1,18
1,1,2,0,33
1,0,3,1,28
1,1,3,1,26
1,1,3,1,29
1,1,1,1,36
1,1,1,0,54
1,0,3,1,24
1,0,1,1,47
1,1,2,0,34
1,1,2,0,36
1,0,3,1,32
1,1,1,0,30
1,0,3,1,22
1,1,1,0,44
1,0,3,1,40.5
1,1,2,0,50
1,0,3,1,39
1,0,2,1,23
1,1,2,0,2
1,0,3,1,17
1,0,3,0,30
1,1,2,0,7
1,0,1,1,45
1,1,1,0,30
1,1,1,0,22
1,1,1,0,36
1,0,3,0,9
1,0,3,0,11
1,1,2,1,32
1,0,1,1,50
1,0,1,1,64
1,1,2,0,19
1,0,3,1,33
1,1,2,1,8
1,1,1,1,17
1,0,2,1,27
1,1,3,1,22
1,1,3,0,22
1,0,1,1,62
1,1,1,0,48
1,1,1,0,39
1,1,3,0,36
1,0,3,1,40
1,0,2,1,28
1,0,3,1,24
1,0,3,1,19
1,0,3,0,29
1,1,3,1,32
1,1,2,1,62
1,1,1,0,53
1,1,1,1,36
1,0,3,1,16
1,0,3,1,19
1,1,2,0,34
1,1,1,0,39
1,1,3,1,32
1,1,2,0,25
1,1,1,0,39
1,0,2,1,54
1,0,1,1,36
1,1,1,0,18
1,0,2,1,47
1,1,1,1,60
1,0,3,1,22
1,0,3,1,35
1,1,1,0,52
1,0,3,1,47
1,0,2,1,37
1,0,3,1,36
1,0,3,1,49
1,1,1,1,49
1,1,2,0,24
1,0,3,1,44
1,1,1,1,35
1,0,3,1,36
1,0,3,1,30
1,1,1,1,27
1,1,2,0,22
1,1,1,0,40
1,0,3,0,39
1,0,3,1,35
1,1,2,0,24
1,0,3,1,34
1,0,3,0,26
1,1,2,0,4
1,0,2,1,26
1,0,3,1,27
1,1,1,1,42
1,1,3,1,20
1,0,3,1,21
1,0,3,1,21
1,0,1,1,61
1,0,2,1,57
1,1,1,0,21
1,0,3,1,26
1,1,1,1,80
1,0,3,1,51
1,1,1,1,32
1,0,3,0,9
1,1,2,0,28
1,0,3,1,32
1,0,2,1,31
1,0,3,0,41
1,0,3,1,20
1,1,1,0,24
1,0,3,0,2
1,1,3,0,0.75
1,1,1,1,48
1,0,3,1,19
1,1,1,1,56
1,1,3,0,23
1,1,2,0,18
1,0,3,1,21
1,0,3,0,18
1,0,2,1,24
1,0,3,0,32
1,0,2,1,23
1,0,1,1,58
1,1,1,1,50
1,0,3,1,40
1,0,1,1,47
1,0,3,1,36
1,1,3,1,20
1,0,2,1,32
1,0,2,1,25
1,0,3,1,43
1,1,2,0,40
1,0,1,1,31
1,0,2,1,70
1,1,2,1,31
1,0,3,1,18
1,0,3,1,24.5
1,1,3,0,18
1,0,3,0,43
1,1,1,1,36
1,1,1,1,27
1,0,3,1,20
1,0,3,1,14
1,0,2,1,60
1,0,2,1,25
1,0,3,1,14
1,0,3,1,19
1,0,3,1,18
1,1,1,0,15
1,1,1,1,31
1,1,3,0,4
1,0,3,1,25
1,0,1,1,60
1,0,2,1,52
1,0,3,1,44
1,0,1,1,49
1,0,3,1,42
1,1,1,0,18
1,1,1,1,35
1,0,3,0,18
1,0,3,1,25
1,0,3,1,26
1,0,2,1,39
1,1,2,0,45
1,1,1,1,42
1,1,1,0,22
1,1,1,0,24
1,1,1,1,48
1,0,3,1,29
1,0,2,1,52
1,0,3,1,19
1,1,1,0,38
1,1,2,0,27
1,0,3,1,33
1,1,2,0,6
1,0,3,1,17
1,0,2,1,34
1,0,2,1,50
1,1,1,1,27
1,0,3,1,20
1,1,2,0,30
1,0,2,1,25
1,0,3,0,25
1,1,1,0,29
1,0,3,1,11
1,0,2,1,23
1,0,2,1,23
1,0,3,1,28.5
1,0,3,0,48
1,1,1,1,35
1,0,1,1,36
1,1,1,0,21
1,0,3,1,24
1,1,3,1,31
1,0,1,1,70
1,0,3,1,16
1,1,2,0,30
1,0,1,1,19
1,0,3,1,31
1,1,2,0,4
1,1,3,1,6
1,0,3,1,33
1,0,3,1,23
1,1,2,0,48
1,1,2,1,0.67
1,0,3,1,28
1,0,2,1,18
1,0,3,1,34
1,1,1,0,33
1,0,3,1,41
1,1,3,1,20
1,1,1,0,36
1,0,3,1,16
1,1,1,0,51
1,0,3,0,30.5
1,0,3,1,32
1,0,3,1,24
1,0,3,1,48
1,0,2,0,57
1,1,2,0,54
1,0,3,1,18
1,1,3,0,5
1,1,1,0,43
1,1,3,0,13
1,1,1,0,17
1,0,1,1,29
1,0,3,1,25
1,0,3,1,25
1,1,3,0,18
1,0,3,1,8
1,1,3,1,1
1,0,1,1,46
1,0,2,1,16
1,0,3,1,25
1,0,2,1,39
1,1,1,0,49
1,1,3,0,31
1,0,3,1,30
1,0,3,0,30
1,0,2,1,34
1,1,2,0,31
1,1,1,1,11
1,1,3,1,0.42
1,1,3,1,27
1,0,3,1,31
1,0,1,1,39
1,0,3,0,18
1,0,2,1,39
1,1,1,0,33
1,0,3,1,26
1,0,3,1,39
1,0,2,1,35
1,0,3,0,6
1,0,3,1,30.5
1,0,3,0,23
1,0,2,1,31
1,0,3,1,43
1,0,3,1,10
1,1,1,0,52
1,1,3,1,27
1,0,1,1,38
1,1,3,0,27
1,0,3,1,2
1,1,2,1,1
1,1,1,0,62
1,1,3,0,15
1,1,2,1,0.83
1,0,3,1,23
1,0,3,1,18
1,1,1,0,39
1,0,3,1,21
1,1,3,1,32
1,0,3,1,20
1,0,2,1,16
1,1,1,0,30
1,0,3,1,34.5
1,0,3,1,17
1,0,3,1,42
1,0,3,1,35
1,0,2,1,28
1,0,3,1,4
1,0,3,1,74
1,0,3,0,9
1,1,1,0,16
1,0,2,0,44
1,1,3,0,18
1,1,1,0,45
1,1,1,1,51
1,1,3,0,24
1,0,3,1,41
1,0,2,1,21
1,1,1,0,48
1,0,2,1,24
1,1,2,0,42
1,1,2,0,27
1,0,1,1,31
1,1,3,1,4
1,0,3,1,26
1,1,1,0,47
1,0,1,1,33
1,0,3,1,47
1,1,2,0,28
1,1,3,0,15
1,0,3,1,20
1,0,3,1,19
1,1,1,0,56
1,1,2,0,25
1,0,3,1,33
1,0,3,0,22
1,0,2,1,28
1,0,3,1,25
1,0,3,0,39
1,0,2,1,27
1,1,1,0,19
1,1,1,1,26
1,0,3,1,32
